time,src_computer,resolved_computer
3739,C5778,C457
3739,C5919,C26737
3740,C5778,C612
3742,C2514,C706
3744,C920,C1685
3745,C2436,C1707
3745,C5919,C26737
3746,C5919,C26737
3746,C881,C706
3747,C5919,C26737
3748,C14014,C1685
3748,C14014,C1707
3748,C5919,C26737
3754,C1515,C1685
3755,C1515,C1685
3758,C3380,C22841
3759,C58,C1707
3760,C23724,C1685
3760,C23724,C1707
3761,C5279,C1685
3763,C1928,C467
3763,C1928,C586
3764,C2533,C1685
3764,C4616,C706
3768,C814,C1685
3770,C17733,C1685
3773,C2492,C457
3773,C484,C706
3775,C3198,C706
3782,C2464,C1707
3786,C2303,C5973
3788,C64,C1707
3788,C806,C1707
3795,C24057,C1707
3795,C366,C1685
3798,C3380,C22841
3804,C4081,C5030
3808,C5778,C625
3809,C5778,C625
3820,C3380,C22841
3821,C3380,C22841
3822,C3380,C22841
3822,C3484,C706
3822,C5919,C706
3823,C2760,C5030
3823,C453,C1707
3823,C5919,C706
3824,C5919,C706
3825,C5919,C706
3826,C5919,C706
3826,C920,C528
3828,C2303,C17974
3833,C2492,C457
3833,C2626,C1685
3833,C2683,C1685
3834,C2459,C706
3835,C5919,C706
3836,C366,C706
3836,C768,C612
3837,C5919,C706
3837,C768,C528
3842,C920,C529
3855,C436,C586
3858,C3694,C2109
3859,C2159,C231
3859,C3380,C22841
3861,C1928,C1707
3864,C2584,C706
3866,C3554,C529
3867,C3554,C457
3867,C3554,C467
3871,C4693,C5030
3875,C5919,C706
3877,C2735,C5030
3882,C3380,C22841
3893,C2492,C457
3895,C5919,C467
3895,C608,C1685
3899,C2492,C457
3899,C4367,C5030
3900,C2989,C5030
3915,C5919,C706
3920,C3380,C22841
3923,C1191,C1685
3924,C1191,C1685
3930,C5919,C467
3938,C4559,C1685
3939,C14646,C1685
3939,C14646,C1707
3941,C9201,C9201
3944,C2772,C1883
3944,C3380,C22841
3951,C902,C1685
3953,C2492,C457
3954,C14343,C1707
3954,C806,C612
3956,C2438,C706
3956,C5919,C467
3959,C831,C1685
3963,C24595,C1685
3965,C1750,C1707
3968,C1142,C706
3969,C831,C467
3971,C2278,C706
3971,C5919,C467
3973,C4215,C1707
3981,C3380,C22841
3983,C3165,C529
3983,C3165,C706
3985,C4131,C1685
3986,C3664,C5030
3996,C3444,C706
4000,C3554,C529
4001,C17733,C359
4006,C3380,C22841
4008,C5919,C706
4009,C5919,C706
4011,C154,C1707
4012,C5919,C706
4013,C2492,C457
4015,C3143,C1707
4016,C5176,C706
4042,C3380,C22841
4056,C337,C5030
4057,C515,C5030
4058,C3451,C5030
4061,C2303,C10297
4068,C3380,C22841
4071,C3021,C706
4073,C2492,C457
4079,C1420,C1685
4079,C58,C5030
4086,C2769,C1533
4087,C2159,C743
4090,C2159,C46
4091,C2827,C1685
4093,C1191,C456
4093,C2159,C585
4094,C2077,C5030
4101,C5919,C1685
4102,C5919,C1685
4103,C3380,C22841
4105,C843,C1685
4109,C5913,C586
4118,C5919,C467
4120,C5778,C612
4121,C5778,C467
4123,C5778,C1065
4123,C5778,C586
4126,C2299,C1685
4128,C5176,C5030
4130,C3380,C22841
4131,C453,C1707
4133,C2492,C457
4138,C3554,C529
4149,C3380,C23521
4158,C253,C5030
4163,C1645,C1685
4164,C3380,C22841
4169,C194,C5030
4170,C4508,C5030
4173,C22479,C22479
4180,C5782,C10293
4180,C5782,C5919
4181,C5778,C529
4181,C5778,C625
4183,C1506,C1707
4183,C5778,C529
4184,C5778,C586
4187,C2640,C5030
4187,C631,C706
4188,C421,C1065
4191,C1453,C2109
4192,C3380,C22841
4193,C2492,C457
4199,C2492,C457
4201,C1191,C419
4207,C1750,C706
4207,C409,C528
4218,C421,C1065
4225,C3380,C22841
4228,C19,C5030
4232,C94,C5030
4235,C1748,C5030
4238,C3030,C5030
4241,C2640,C706
4242,C1936,C2079
4247,C1936,C2079
4253,C2492,C457
4254,C3380,C22841
4255,C274,C1707
4260,C992,C1707
4262,C2438,C1685
4269,C2320,C5588
4273,C1243,C5030
4274,C3990,C706
4279,C5919,C26737
4280,C5919,C26737
4281,C5919,C26737
4281,C5919,C467
4282,C5919,C26737
4282,C5919,C467
4283,C5919,C26737
4284,C5919,C26737
4286,C3380,C22841
4286,C5919,C26737
4292,C25022,C1685
4293,C2303,C18810
4295,C5919,C26737
4296,C5919,C26737
4298,C5919,C26737
4299,C5919,C26737
4300,C5919,C26737
4301,C5919,C26737
4302,C5919,C26737
4304,C5919,C26737
4305,C5919,C26737
4309,C5919,C26737
4310,C5919,C26737
4312,C5919,C26737
4313,C2492,C457
4313,C5919,C26737
4314,C25759,C1685
4314,C25759,C1707
4314,C5919,C26737
4315,C5919,C26737
4316,C3380,C22841
4316,C5919,C26737
4318,C5919,C26737
4320,C5919,C26737
4321,C5919,C26737
4324,C5919,C26737
4325,C2798,C529
4325,C5919,C26737
4327,C25022,C5698
4327,C5919,C26737
4328,C5919,C26737
4329,C5919,C26737
4330,C5919,C26737
4331,C5919,C26737
4333,C5919,C26737
4334,C5919,C26737
4337,C5919,C26737
4338,C5919,C26737
4340,C1653,C5030
4340,C5919,C26737
4341,C5919,C26737
4342,C5919,C26737
4343,C5919,C26737
4344,C5919,C26737
4346,C1357,C1707
4346,C5919,C26737
4347,C2320,C467
4347,C3380,C22841
4347,C5919,C26737
4349,C5919,C26737
4350,C5919,C26737
4352,C5919,C26737
4353,C5919,C26737
4355,C5919,C26737
4356,C26743,C26743
4356,C5919,C26737
4357,C5919,C26737
4358,C5919,C26737
4360,C5919,C26737
4361,C5919,C26737
4362,C5919,C26737
4365,C5919,C26737
4366,C5919,C26737
4368,C5919,C26737
4369,C23931,C1685
4369,C23931,C1707
4369,C5919,C26737
4370,C5919,C26737
4371,C5919,C26737
4372,C5919,C26737
4373,C2492,C457
4373,C5919,C26737
4374,C2320,C467
4375,C5919,C26737
4376,C5919,C26737
4378,C3380,C22841
4378,C5919,C26737
4379,C1947,C5030
4379,C2798,C1685
4379,C5919,C26737
4381,C5919,C26737
4382,C17733,C359
4383,C5919,C26737
4384,C5919,C26737
4389,C3616,C5030
4396,C3026,C921
4396,C4600,C1707
4399,C894,C706
4405,C5638,C706
4408,C3380,C22841
4411,C1804,C706
4414,C4015,C5030
4425,C3629,C5030
4427,C1936,C1685
4433,C2492,C457
4436,C159,C706
4440,C3380,C22841
4441,C2493,C706
4442,C5919,C26737
4443,C5919,C26737
4445,C1748,C706
4445,C5913,C1685
4446,C5778,C625
4448,C5778,C625
4449,C5778,C625
4453,C5778,C625
4458,C3163,C5030
4458,C5778,C529
4459,C5778,C529
4465,C4722,C706
4467,C5778,C457
4469,C3380,C22841
4473,C2475,C5030
4476,C3030,C706
4477,C5778,C586
4478,C18345,C1685
4478,C18345,C1707
4479,C5778,C529
4487,C5778,C529
4489,C5111,C5030
4493,C1420,C706
4493,C2492,C457
4494,C5778,C529
4499,C2492,C457
4502,C1423,C1707
4502,C18184,C18184
4502,C3380,C22841
4502,C3496,C5030
4507,C5154,C706
4507,C5778,C457
4512,C5461,C5030
4512,C58,C706
4515,C2159,C706
4524,C2303,C18893
4526,C2827,C743
4526,C3544,C1707
4526,C5919,C26737
4527,C2299,C706
4527,C5919,C26737
4528,C5919,C26737
4528,C5919,C467
4529,C5919,C26737
4529,C5919,C467
4530,C3380,C22841
4530,C4835,C1685
4530,C5919,C26737
4531,C5919,C26737
4532,C4581,C706
4532,C5919,C26737
4533,C3204,C1707
4533,C5919,C26737
4535,C4653,C1707
4535,C5919,C26737
4536,C5919,C26737
4537,C3405,C1685
4537,C5919,C26737
4538,C5919,C26737
4539,C5919,C26737
4541,C2229,C1707
4541,C5919,C26737
4542,C5919,C26737
4543,C5919,C26737
4544,C5919,C26737
4545,C5919,C26737
4546,C2769,C706
4546,C5919,C26737
4547,C5919,C26737
4550,C5778,C1065
4551,C5778,C612
4553,C2492,C457
4554,C5778,C586
4555,C5778,C625
4557,C5919,C26737
4558,C5919,C26737
4559,C5919,C26737
4560,C5919,C26737
4563,C253,C706
4564,C3380,C22841
4567,C3451,C1685
4571,C5332,C5030
4576,C3198,C1707
4580,C18636,C1707
4581,C18636,C1685
4582,C5332,C612
4583,C4517,C612
4585,C2735,C1685
4585,C920,C1065
4590,C5778,C1685
4591,C3026,C5030
4591,C3380,C22841
4593,C5778,C1685
4597,C4081,C706
4601,C5778,C625
4608,C4550,C1707
4610,C5778,C586
4611,C5778,C529
4613,C24436,C24436
4613,C2492,C457
4616,C5778,C625
4617,C5778,C612
4618,C4616,C5030
4623,C13488,C1685
4626,C3380,C22841
4628,C4412,C1685
4631,C5919,C26737
4634,C5919,C26737
4635,C3026,C61
4639,C5919,C26737
4641,C5919,C26737
4645,C5919,C26737
4646,C920,C1685
4647,C2493,C2436
4649,C5919,C26737
4651,C2749,C5030
4652,C1748,C1685
4652,C3380,C22841
4652,C5919,C26737
4654,C5919,C26737
4657,C5919,C26737
4663,C5919,C26737
4665,C5919,C26737
4666,C17733,C1707
4668,C5919,C26737
4670,C5919,C26737
4670,C814,C1685
4673,C2492,C457
4673,C5919,C26737
4676,C4165,C706
4677,C4988,C1685
4677,C5919,C26737
4679,C5919,C26737
4681,C2278,C5030
4681,C5919,C26737
4684,C5919,C26737
4686,C5919,C26737
4688,C3380,C22841
4688,C657,C229
4690,C4367,C1685
4690,C5919,C26737
4693,C5919,C26737
4694,C5919,C26737
4694,C5919,C625
4695,C5919,C625
4696,C1804,C5030
4696,C24057,C1685
4696,C5919,C26737
4697,C5919,C26737
4698,C5919,C26737
4699,C5919,C26737
4700,C1515,C586
4703,C5919,C26737
4704,C2464,C706
4704,C5919,C26737
4705,C3260,C706
4705,C5919,C26737
4707,C2735,C706
4713,C3380,C22841
4714,C1645,C5030
4726,C453,C1707
4728,C1936,C5136
4731,C1954,C706
4733,C2492,C457
4737,C3380,C5136
4742,C4232,C706
4744,C3238,C706
4745,C3544,C706
4749,C1905,C706
4750,C3380,C22841
4754,C1624,C706
4759,C159,C1707
4762,C2798,C706
4772,C484,C5030
4774,C3380,C22841
4776,C1936,C1944
4787,C5583,C5030
4793,C2492,C457
4794,C1191,C102
4797,C608,C1707
4799,C2492,C457
4800,C709,C5030
4801,C1191,C626
4805,C2852,C1685
4812,C3380,C22841
4817,C3405,C1065
4826,C1191,C1685
4830,C1205,C1065
4830,C1205,C528
4830,C1205,C529
4830,C5893,C12534
4831,C2760,C706
4831,C5919,C706
4833,C5919,C706
4834,C5919,C706
4835,C3380,C22841
4840,C5778,C359
4841,C436,C706
4846,C3714,C706
4849,C4618,C706
4851,C709,C706
4853,C2492,C457
4856,C1506,C706
4859,C1205,C706
4861,C831,C1685
4861,C902,C706
4864,C24595,C1685
4864,C24595,C1707
4868,C1750,C5030
4868,C4618,C1707
4872,C2303,C1685
4874,C3380,C22841
4883,C3165,C529
4883,C3165,C706
4884,C3021,C5030
4886,C2021,C706
4886,C5279,C2436
4889,C4835,C706
4891,C3131,C5030
4896,C3380,C22841
4897,C3049,C706
4913,C154,C1707
4913,C2492,C457
4918,C3143,C1707
4923,C94,C1707
4924,C2517,C5030
4925,C2908,C706
4928,C4914,C706
4929,C3122,C706
4931,C1796,C1707
4935,C3380,C5640
4936,C3380,C22841
4938,C2320,C5588
4950,C337,C1685
4952,C4559,C706
4954,C122,C706
4954,C22442,C359
4957,C3380,C22841
4967,C5778,C612
4969,C1191,C5030
4969,C5778,C528
4972,C5778,C2109
4973,C2492,C457
4973,C5778,C529
4976,C5045,C706
4977,C5111,C1685
4978,C122,C1685
4996,C3990,C706
4998,C3380,C22841
5007,C194,C1707
5007,C843,C1685
5008,C5919,C1685
5010,C2303,C12588
5010,C4367,C706
5010,C5913,C586
5013,C5919,C1685
5014,C14244,C5698
5018,C3380,C22841
5020,C5919,C467
5021,C657,C706
5026,C5778,C529
5027,C5778,C586
5031,C1295,C706
5031,C5778,C625
5032,C5778,C528
5033,C2492,C457
5043,C2320,C467
5044,C5045,C5030
5045,C4077,C706
5050,C5043,C5030
5053,C4291,C1685
5060,C3380,C22841
5065,C1205,C1685
5079,C3380,C22841
5087,C1506,C1707
5089,C337,C706
5089,C5919,C26737
5091,C5919,C26737
5092,C5919,C26737
5093,C2492,C457
5093,C5919,C26737
5094,C4651,C231
5094,C5919,C26737
5095,C5919,C26737
5096,C5919,C26737
5097,C5919,C26737
5098,C5919,C26737
5099,C2492,C457
5101,C5919,C26737
5102,C5919,C26737
5104,C5919,C26737
5105,C5919,C26737
5106,C5919,C26737
5106,C5919,C467
5107,C3629,C706
5107,C5919,C26737
5107,C5919,C467
5108,C5919,C26737
5109,C5919,C26737
5110,C5919,C26737
5111,C5919,C26737
5112,C5919,C26737
5113,C5919,C26737
5114,C5919,C26737
5115,C5919,C26737
5116,C1191,C706
5116,C5919,C26737
5117,C2533,C706
5118,C5919,C26737
5119,C5919,C26737
5120,C5919,C26737
5121,C5919,C26737
5122,C3380,C22841
5122,C5919,C26737
5123,C2472,C5030
5124,C5919,C26737
5127,C5919,C26737
5128,C5919,C26737
5130,C5919,C26737
5131,C5919,C26737
5132,C2514,C467
5132,C5919,C26737
5133,C3381,C706
5133,C5919,C26737
5134,C5919,C26737
5135,C2475,C706
5135,C5919,C26737
5136,C3990,C5030
5137,C5919,C26737
5138,C5919,C26737
5139,C5919,C26737
5140,C3380,C22841
5140,C5919,C26737
5141,C5919,C26737
5143,C5919,C26737
5144,C2464,C5030
5144,C5919,C26737
5145,C5919,C26737
5146,C5919,C26737
5147,C5919,C26737
5148,C4581,C5030
5148,C5919,C26737
5149,C5919,C26737
5152,C5919,C26737
5153,C2492,C457
5154,C5919,C26737
5155,C3260,C5030
5155,C5919,C26737
5156,C5635,C1685
5156,C5919,C26737
5157,C5919,C26737
5158,C5919,C26737
5159,C5919,C26737
5160,C3587,C706
5160,C5919,C26737
5162,C5919,C26737
5163,C5919,C26737
5164,C5919,C26737
5165,C5919,C26737
5166,C2852,C5030
5166,C5919,C26737
5169,C5919,C26737
5170,C5919,C26737
5171,C5919,C26737
5172,C5919,C26737
5173,C5919,C26737
5174,C1435,C1707
5174,C5919,C26737
5175,C5919,C26737
5176,C5919,C26737
5177,C4291,C1944
5177,C5919,C26737
5178,C5919,C26737
5179,C5919,C26737
5180,C5919,C26737
5181,C4412,C528
5181,C5919,C26737
5182,C5919,C26737
5184,C3380,C22841
5194,C14244,C15539
5201,C3380,C22841
5201,C5902,C1685
5213,C2492,C457
5217,C94,C706
5220,C2438,C1867
5220,C453,C706
5226,C768,C529
5229,C1108,C1685
5238,C4297,C5030
5242,C2798,C1685
5244,C4232,C5030
5245,C4515,C706
5246,C1191,C1685
5246,C3380,C22841
5248,C1357,C1707
5248,C768,C586
5252,C2604,C706
5262,C3380,C22841
5266,C4600,C359
5273,C2492,C457
5273,C3444,C2436
5277,C3238,C1685
5278,C768,C1065
5281,C2798,C1685
5281,C3629,C1685
5283,C64,C706
5290,C2871,C1685
5303,C24806,C1685
5303,C5919,C26737
5304,C24806,C1707
5304,C5919,C26737
5305,C3204,C612
5305,C5919,C26737
5306,C22442,C359
5306,C5919,C26737
5307,C5919,C26737
5308,C3380,C22841
5309,C5919,C26737
5310,C5919,C26737
5311,C5919,C26737
5312,C5919,C26737
5314,C3534,C2174
5316,C2908,C5030
5317,C1006,C5030
5317,C5919,C26737
5319,C5919,C26737
5321,C3380,C22841
5322,C1515,C5030
5328,C2472,C1707
5329,C23931,C23931
5329,C657,C5030
5333,C2492,C457
5333,C4513,C706
5334,C2492,C457
5335,C5893,C1685
5338,C337,C467
5343,C1796,C5030
5347,C3044,C706
5348,C9201,C1685
5348,C9201,C1707
5349,C5913,C1685
5350,C5913,C1685
5365,C2517,C706
5366,C1142,C1065
5367,C1006,C706
5370,C3380,C22841
5372,C23640,C1685
5372,C23640,C1707
5381,C4753,C5030
5384,C3380,C22841
5389,C3457,C706
5394,C2492,C457
5399,C2492,C457
5400,C421,C1065
5401,C1191,C419
5404,C5778,C1065
5405,C5778,C612
5406,C1748,C625
5407,C5778,C1065
5407,C5778,C467
5411,C2772,C5030
5419,C1800,C706
5421,C5638,C5030
5422,C3869,C1707
5425,C1453,C5030
5430,C421,C1065
5432,C3380,C22841
5432,C4835,C1707
5441,C2299,C5030
5443,C1936,C2079
5443,C4517,C706
5445,C3380,C22841
5449,C161,C5736
5450,C4550,C5030
5454,C2492,C457
5459,C1936,C2079
5459,C2303,C23356
5459,C3906,C1707
5464,C5778,C457
5464,C5778,C586
5466,C5778,C529
5467,C3374,C706
5467,C5778,C586
5472,C366,C5030
5475,C1928,C5030
5475,C4233,C706
5479,C3198,C1707
5487,C3906,C706
5490,C843,C1685
5494,C2533,C467
5494,C3380,C22841
5499,C315,C5030
5503,C5778,C1685
5504,C2492,C457
5506,C3380,C22841
5507,C5778,C625
5514,C2492,C457
5521,C13488,C1685
5522,C13488,C1707
5524,C375,C706
5524,C5461,C706
5529,C4015,C1707
5537,C4508,C706
5541,C3496,C706
5545,C5461,C1707
5549,C920,C1685
5556,C3380,C22841
5556,C3990,C612
5562,C1515,C1685
5564,C58,C1707
5567,C3380,C22841
5570,C2021,C5030
5571,C2475,C1707
5572,C814,C1685
5574,C2492,C457
5587,C3235,C5030
5592,C64,C1707
5593,C64,C1707
5594,C806,C1707
5600,C2480,C706
5600,C366,C1685
5602,C154,C359
5605,C2320,C5588
5618,C3030,C1707
5618,C3380,C22841
5621,C3380,C22841
5625,C2496,C5030
5628,C453,C1707
5632,C5358,C1707
5634,C2492,C457
5639,C4722,C2436
5640,C1295,C5030
5660,C3163,C706
5660,C3204,C5030
5662,C4352,C1707
5663,C2604,C5030
5663,C3380,C25295
5663,C3380,C5728
5664,C814,C5030
5668,C2772,C706
5669,C375,C5030
5673,C4722,C5030
5680,C3380,C22841
5687,C4081,C1685
5689,C3380,C22841
5691,C2303,C11096
5692,C843,C706
5694,C2492,C457
5695,C4254,C706
5699,C2492,C457
5700,C5186,C706
5701,C1357,C586
5702,C4131,C5030
5704,C3049,C5030
5710,C2320,C467
5710,C5323,C706
5716,C3026,C921
5717,C2493,C5030
5728,C1191,C1685
5729,C22442,C359
5730,C1928,C706
5736,C4651,C5030
5738,C1423,C706
5742,C3380,C22841
5748,C902,C5030
5749,C3235,C706
5750,C3380,C22841
5754,C2492,C457
5755,C902,C1685
5763,C831,C1685
5770,C4722,C1685
5778,C4550,C706
5781,C2077,C1685
5783,C3869,C706
5784,C3165,C529
5784,C3165,C706
5787,C3380,C798
5790,C1692,C706
5791,C2683,C5030
5804,C3380,C22841
5811,C3380,C22841
5814,C2492,C457
5815,C154,C1707
5815,C5902,C706
5822,C3143,C1707
5824,C14244,C1797
5829,C5778,C625
5830,C5778,C457
5830,C768,C529
5831,C768,C529
5832,C5778,C457
5832,C5778,C528
5837,C1357,C706
5837,C1947,C706
5838,C4367,C612
5851,C3238,C5721
5851,C3238,C585
5855,C768,C586
5856,C122,C5030
5857,C4271,C1685
5865,C3380,C25294
5866,C3380,C22841
5871,C608,C5030
5872,C3380,C22841
5874,C2492,C457
5882,C1420,C1685
5885,C768,C1065
5887,C4165,C5030
5888,C4835,C5030
5888,C5778,C2109
5888,C657,C229
5889,C5778,C612
5891,C5778,C1065
5891,C5778,C2109
5896,C2827,C1685
5904,C4112,C5030
5909,C4297,C1707
5910,C2480,C2479
5910,C843,C1685
5914,C14244,C16950
5915,C4271,C5030
5921,C17065,C1685
5922,C17065,C1707
5922,C2303,C17303
5927,C27086,C1685
5928,C3380,C22841
5930,C282,C706
5931,C2299,C1685
5933,C3380,C22841
5934,C2492,C457
5936,C4914,C1685
5938,C3336,C1685
5941,C2321,C706
5951,C4988,C706
5959,C4015,C528
5959,C4015,C586
5963,C2769,C1707
5969,C1645,C1685
5976,C19131,C19131
5976,C1936,C1944
5987,C4651,C706
5990,C1506,C1707
5990,C3380,C22841
5994,C2492,C457
5994,C3380,C22841
5999,C2492,C457
6027,C2989,C706
6033,C2749,C1685
6035,C4858,C706
6038,C2303,C706
6041,C5323,C1707
6052,C3380,C22841
6054,C2492,C457
6055,C3380,C22841
6057,C274,C1707
6062,C5279,C5030
6063,C992,C1707
6067,C2438,C1685
6073,C768,C529
6076,C409,C5030
6077,C3587,C5030
6094,C25022,C1685
6098,C768,C586
6111,C5358,C706
6114,C2492,C457
6114,C3380,C22841
6116,C3380,C22841
6116,C3451,C706
6117,C161,C706
6123,C2548,C5030
6123,C3616,C706
6127,C3869,C3761
6128,C768,C1065
6133,C274,C5030
6134,C16640,C16640
6144,C631,C5030
6149,C1357,C1707
6152,C2090,C586
6155,C18345,C359
6155,C2850,C5030
6158,C1435,C706
6172,C4412,C706
6174,C2492,C457
6175,C16137,C1685
6176,C16137,C1707
6176,C3380,C22841
6177,C3380,C22841
6178,C3380,C22841
6179,C4858,C5030
6183,C2798,C1685
6184,C2749,C706
6202,C3869,C5030
6213,C1423,C5030
6222,C2548,C706
6229,C4616,C1685
6230,C1936,C1685
6234,C2492,C457
6235,C5893,C1707
6238,C3380,C22841
6238,C5893,C1685
6239,C3380,C22841
6240,C3380,C22841
6241,C3380,C22841
6241,C3457,C1707
6242,C3044,C5030
6248,C5778,C625
6249,C5778,C1065
6250,C5778,C529
6251,C5332,C5721
6251,C5778,C467
6253,C5332,C585
6256,C2229,C706
6256,C3544,C5030
6269,C3440,C1685
6272,C831,C706
6273,C2320,C5588
6283,C154,C1707
6283,C3694,C706
6284,C1653,C706
6290,C2517,C3761
6294,C2492,C457
6298,C806,C5030
6299,C2492,C457
6300,C3380,C22841
6301,C3380,C22841
6302,C3380,C22841
6307,C1423,C1707
6307,C2626,C706
6307,C831,C1685
6308,C5778,C1065
6309,C5778,C612
6311,C5778,C625
6312,C4015,C706
6312,C4131,C706
6312,C5778,C529
6318,C2493,C1707
6322,C4559,C5030
6330,C2087,C2109
6330,C2087,C529
6330,C2087,C586
6331,C4254,C5030
6335,C992,C706
6343,C2584,C1685
6344,C2229,C1707
6354,C2492,C457
6358,C4858,C1685
6360,C3380,C22841
6362,C3380,C22841
6363,C3380,C22841
6364,C3380,C22841
6377,C4291,C1944
6378,C2320,C467
6382,C3198,C1707
6383,C3204,C706
6387,C3405,C706
6389,C3380,C2013
6390,C421,C706
6393,C1435,C612
6400,C2438,C5030
6402,C5045,C1707
6405,C3444,C5030
6406,C3381,C1707
6407,C3380,C2013
6407,C5778,C1685
6408,C5778,C1685
6409,C5778,C625
6412,C1624,C5030
6414,C2492,C457
6415,C1800,C1707
6419,C3440,C5030
6420,C2229,C586
6421,C1804,C1707
6421,C3380,C22841
6422,C4077,C1685
6424,C3380,C22841
6428,C2850,C706
6435,C2852,C706
6442,C4600,C706
6448,C3122,C1707
6454,C1357,C1707
6455,C3616,C1685
6458,C1453,C706
6462,C2626,C585
6463,C2626,C743
6465,C194,C706
6467,C4643,C5720
6467,C4643,C585
6468,C4515,C1707
6472,C3143,C706
6473,C814,C1685
6474,C2492,C457
6478,C2827,C706
6480,C4377,C706
6482,C3380,C22841
6483,C3380,C22167
6486,C3380,C22841
6501,C843,C5030
6512,C3484,C1685
6521,C3380,C22841
6521,C3664,C706
6523,C4377,C5030
6529,C2480,C5030
6531,C453,C1707
6534,C2492,C457
6538,C4914,C5030
6539,C154,C706
6542,C3616,C586
6548,C3380,C22841
6555,C4352,C5030
6564,C159,C1707
6566,C3143,C1707
6571,C2626,C706
6576,C2668,C706
6579,C2893,C706
6585,C2032,C706
6585,C2436,C706
6590,C2090,C586
6594,C2492,C457
6598,C3336,C706
6599,C2492,C457
6602,C3440,C2436
6603,C608,C1707
6604,C3380,C22841
6605,C1796,C467
6606,C3198,C1707
6607,C4377,C1707
6610,C3380,C22841
6616,C1300,C706
6616,C4291,C5030
6619,C2683,C706
6630,C1191,C1685
6630,C354,C706
6643,C1936,C2079
6643,C814,C1685
6644,C18345,C359
6646,C3554,C467
6654,C2492,C457
6657,C14343,C1685
6660,C5778,C586
6661,C5778,C2109
6662,C5154,C1707
6662,C5778,C2109
6663,C5778,C1065
6665,C3380,C22841
6665,C831,C1685
6667,C881,C5030
6668,C3629,C1065
6671,C4291,C706
6672,C1295,C1685
6672,C1750,C1707
6672,C3380,C22841
6676,C421,C1065
6679,C1936,C2079
6679,C4112,C706
6681,C768,C529
6684,C3165,C529
6684,C3165,C706
6700,C3587,C1685
6701,C64,C5030
6706,C421,C1065
6706,C768,C586
6714,C2492,C457
6717,C154,C1707
6717,C5778,C586
6718,C5778,C467
6720,C1754,C706
6720,C4297,C706
6720,C5778,C586
6721,C5778,C612
6725,C3143,C1707
6726,C3380,C22841
6727,C94,C1707
6734,C3380,C22841
6736,C768,C1065
6737,C1796,C1707
6737,C3254,C706
6741,C4653,C706
6747,C1191,C419
6747,C453,C5030
6749,C5111,C706
6754,C337,C1685
6754,C436,C5030
6770,C3694,C1685
6771,C3381,C5030
6774,C2492,C457
6781,C5111,C1685
6782,C122,C1685
6784,C1692,C1707
6787,C3380,C22841
6789,C2472,C706
6790,C2769,C5030
6791,C5323,C5030
6793,C2321,C5030
6795,C1515,C706
6795,C4352,C706
6796,C3380,C22841
6800,C3381,C1065
6800,C3381,C625
6802,C3381,C5721
6812,C194,C1707
6812,C843,C1685
6815,C2683,C585
6818,C2683,C46
6819,C2683,C743
6821,C3380,C22841
6828,C27086,C1685
6829,C27086,C1707
6834,C2492,C457
6840,C274,C706
6855,C4291,C1685
6856,C3122,C5030
6858,C3380,C22841
6868,C1205,C1685
6869,C2871,C706
6871,C1300,C5030
6874,C515,C706
6874,C768,C706
6893,C1506,C1707
6894,C2492,C457
6896,C831,C5030
6899,C2492,C457
6909,C3380,C22841
6920,C3380,C22841
6937,C920,C706
6940,C1796,C706
6940,C1936,C706
6942,C2320,C5588
6943,C2090,C457
6954,C2492,C457
6959,C2989,C1707
6970,C3380,C22841
6974,C4753,C1707
6976,C1435,C1707
6977,C5279,C706
6980,C992,C5030
6982,C3380,C22841
6982,C409,C706
6985,C2303,C5030
6990,C1506,C5030
6995,C4988,C5030
6998,C159,C359
7001,C2827,C5030
7003,C2496,C706
7007,C5902,C1685
7008,C5902,C1685
7011,C5337,C706
7015,C2492,C457
7031,C3380,C22841
7032,C1108,C1685
7036,C3026,C921
7043,C2278,C1707
7044,C3380,C22841
7047,C2320,C467
7051,C1357,C1707
7059,C3534,C706
7060,C18345,C359
7062,C5778,C612
7062,C5778,C625
7064,C5778,C586
7065,C5778,C1065
7071,C3044,C1707
7072,C3496,C586
7075,C2492,C457
7080,C1243,C706
7084,C3629,C1685
7085,C2798,C1685
7088,C657,C229
7089,C194,C467
7090,C20312,C1685
7090,C20312,C1707
7092,C3380,C22841
7092,C3484,C5030
7095,C1645,C706
7096,C4693,C706
7097,C1905,C529
7105,C4618,C5030
7106,C3380,C22841
7111,C421,C5030
7112,C2159,C5030
7119,C814,C706
7121,C3380,C22841
7122,C5778,C2109
7123,C5778,C467
7126,C5778,C467
7127,C5778,C625
7129,C3143,C5030
7131,C4753,C706
7135,C2492,C457
7145,C2480,C1707
7151,C3254,C1707
7151,C806,C706
7155,C3026,C606
7160,C3374,C1707
7168,C3380,C22841
7168,C4254,C1685
7180,C161,C359
7189,C4271,C706
7195,C2492,C457
7197,C3238,C5030
7199,C2492,C457
7202,C5782,C16712
7203,C3457,C5030
7203,C366,C368
7205,C2668,C5030
7214,C3380,C22841
7219,C2459,C5030
7230,C3380,C22841
7238,C2428,C529
7242,C2428,C2109
7242,C2428,C467
7246,C2428,C529
7249,C5778,C706
7253,C608,C706
7255,C2492,C457
7262,C1936,C1944
7262,C26743,C26743
7263,C24436,C24436
7265,C1108,C706
7265,C5902,C359
7267,C421,C1065
7269,C2472,C1710
7275,C3380,C22841
7278,C2428,C1685
7279,C2517,C1707
7279,C4653,C5030
